"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","phylum","order","individualcount","continentocean","class","preparationtype","fieldNumber","infraspecificEpithet","previouscatalognumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"MBM","296593","Dendropanax cuneatus (DC.) Decne. & Planch.","Plantae","Araliaceae","Dendropanax","2004","7","12","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","MBM","PRESERVED_SPECIMEN","Pastore, JA",,,,,,"https://specieslink.net/col/40","cuneatus","Peres, FS",,,"2025-01-01 00:01:03","(DC.) Decne. & Planch.","25",,,,,"Tracheophyta","Apiales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Dendropanax cuneatus (DC.) Decne. & Planch.",,"BR",,,"2004-07-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095608250",,,,"https://specieslink.net/guid/40/296593",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dendropanax",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Dendropanax cuneatus","Dendropanax cuneatus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM296593","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Dendropanax cuneatus","(DC.) Decne. & Planch.","name_w_authors","Araliaceae","Dendropanax cuneatus","(DC.) Decne. & Planch.","species","name accepted","bfo-5105",,,"Dendropanax cuneatus (DC.) Decne. & Planch.","Dendropanax","Araliaceae","unknown","Dendropanax cuneatus"
"gbif",,"HUEFS","131953","Dipteryx alata Vogel","Plantae","Fabaceae","Dipteryx","2003","1","20","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, próximo da casa 4, área administrativa.","UEFS","PRESERVED_SPECIMEN","C.Carvalho",,,,,,"https://specieslink.net/col/204","alata","Peres, F.S.",,,"2024-12-20 13:10:03","Vogel","3",,,,,"Tracheophyta","Fabales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2017-06-01","Dipteryx alata Vogel",,"BR",,,"2003-01-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1094849407",,,,"https://specieslink.net/guid/204/131953",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dipteryx",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Dipteryx alata","Dipteryx alata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU","https://images.cria.org.br/viewer/HUEFS0131953","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Dipteryx alata","Vogel","name_w_authors","Fabaceae","Dipteryx alata","Vogel","species","name accepted","bfo-29628",,,"Dipteryx alata Vogel","Dipteryx","Fabaceae","unknown","Dipteryx alata"
"gbif",,"HRCB","50422","Macfadyena unguis-cati (L.) A.H.Gentry","Plantae","Bignoniaceae","Dolichandra","2004","10","29","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa Divisão de Dasonomia, viveiro de mudas","UNESP-RC","PRESERVED_SPECIMEN","Udulutsch, R.G.",,,,,,"https://specieslink.net/col/15","unguis-cati","Silva, E.L.",,,"2024-12-18 09:14:22","(L.) A.H.Gentry","s.n.",,,,,"Tracheophyta","Lamiales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2002-09-12","Dolichandra unguis-cati (L.) L.G.Lohmann",,"BR",,,"2004-10-29",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1090694943",,,,"https://specieslink.net/guid/15/50422",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macfadyena",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,FALSE,FALSE,"Dolichandra unguis-cati","Macfadyena unguis-cati","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Dolichandra unguis-cati","(L.) L.G.Lohmann","name_w_authors","Bignoniaceae","Dolichandra unguis-cati","(L.) L.G.Lohmann","species","replaced synonym","bfo-113320","Dolichandra unguis-cati","(L.) L.G.Lohmann","Dolichandra unguis-cati (L.) L.G.Lohmann","Dolichandra","Bignoniaceae","unknown","Dolichandra unguis-cati"
"gbif",,"Observations","1628746","Dombeya burgessiae Gerrard ex Harv. & Sond.","Plantae","Malvaceae","Dombeya","2015","6","12","BR","São Paulo",,"Parque Estadual Alberto Löfgren - São Paulo - SP - Brasil","iNaturalist","HUMAN_OBSERVATION","Marinês Eiterer",,,,,,,"burgessiae","ivanmarques","-46.63611","-23.5475","2024-09-15 11:49:31",,,,,,,"Tracheophyta","Malvales",,,"Magnoliopsida",,,,,,,,"GBIF",,"2017-11-25 16:30:20","Dombeya burgessiae Gerrard ex Harv. & Sond.",,"BR",,"iNaturalist research-grade observations","2015-06-12",,,,,,"ACCEPTED","SPECIES",,,"2015/06/12","Parque Estadual Alberto Löfgren - São Paulo - SP - Brasil",,,,,,,,,,,"brazil","sao paulo","parque estadual alberto lofgren - sao paulo - sp - brasil","parque estadual alberto lofgren - sao paulo - sp - brasil",,"locality","brazil_sao paulo_parque estadual alberto lofgren sao paulo sp brasil","brazil_sao paulo",-22.2584562,-48.7420254,"state","4945493483",,,,"http://www.inaturalist.org/observations/1628746",,,,,"PRESENT",,,,,,,,,,,,,,,,"19141903",,,"430960",,,,,,,,,,,"Dombeya",,,,,,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,,TRUE,FALSE,"Dombeya burgessiae","Dombeya burgessiae","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","LC",,"EPSG:4326",,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Dombeya burgessiae","Gerrard ex Harv. & Sond.","name_w_authors",,"Dombeya burgessiae","Gerrard ex Harv. & Sond.","species","not found",,,,"Dombeya burgessiae Gerrard ex Harv. & Sond.","Dombeya","Malvaceae","unknown","Dombeya burgessiae"
"gbif",,"MBM","259889","Eclipta alba (L.) Hassk.","Plantae","Asteraceae","Eclipta","1992","5","6","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","MBM","PRESERVED_SPECIMEN","Franco, GADC",,,,,,"https://specieslink.net/col/40","alba","Pastore, JA",,,"2025-01-01 00:01:03","(L) Hassk.","417",,,,,"Tracheophyta","Asterales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Eclipta alba (L.) Hassk.",,"BR",,,"1992-05-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095587594",,,,"https://specieslink.net/guid/40/259889",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eclipta",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Eclipta alba","Eclipta alba","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM259889","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Eclipta prostrata","(L.) L.","name_w_authors","Asteraceae","Eclipta prostrata","(L.) L.","species","replaced synonym","bfo-16092","Eclipta prostrata","(L.) L.","Eclipta prostrata (L.) L.","Eclipta","Asteraceae","unknown","Eclipta prostrata"
"gbif",,"MBM","166567","Ehretia acuminata R.Br.","Plantae","Ehretiaceae","Ehretia","1993","10","6","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","MBM","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/40","acuminata","Guillaumon, JR",,,"2025-01-01 00:01:03","R.Br.","s.n.",,,,,"Tracheophyta","Boraginales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Ehretia acuminata R.Br.",,"BR",,,"1993-10-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095510709",,,,"https://specieslink.net/guid/40/166567",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ehretia",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Ehretia acuminata","Ehretia acuminata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM166567","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Ehretia acuminata","R.Br.","name_w_authors","Ehretiaceae","Ehretia acuminata","R.Br.","species","name accepted","bfo-625187",,,"Ehretia acuminata R.Br.","Ehretia","Ehretiaceae","unknown","Ehretia acuminata"
"gbif",,"UEC","196010","Elephantopus mollis Kunth","Plantae","Asteraceae","Elephantopus","2003","11","21","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, divisão de Dasonomia.","UNICAMP","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/2","mollis","Sakita, MN",,,"2023-03-09 11:28:00","Kunth","s.n.",,,,,"Tracheophyta","Asterales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Elephantopus mollis Kunth",,"BR",,,"2003-11-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1455753773",,,,"https://specieslink.net/guid/2/196010",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elephantopus",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Elephantopus mollis","Elephantopus mollis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC134220","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Elephantopus mollis","Kunth","name_w_authors","Asteraceae","Elephantopus mollis","Kunth","species","name accepted","bfo-16098",,,"Elephantopus mollis Kunth","Elephantopus","Asteraceae","unknown","Elephantopus mollis"
"gbif",,"UEC","137505","Esenbeckia grandiflora Mart.","Plantae","Rutaceae","Esenbeckia","2004","10","16","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","UNICAMP","PRESERVED_SPECIMEN","Arzolla, FARDP",,,,,,"https://specieslink.net/col/2","grandiflora","Arzolla, FARDP",,,"2024-11-25 11:34:47","Mart.","642",,,,,"Tracheophyta","Sapindales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Esenbeckia grandiflora Mart.",,"BR",,,"2004-10-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1089080365",,,,"https://specieslink.net/guid/2/137505",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esenbeckia",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Esenbeckia grandiflora","Esenbeckia grandiflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/UEC031458","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Esenbeckia grandiflora","Mart.","name_w_authors","Rutaceae","Esenbeckia grandiflora","Mart.","species","name accepted","bfo-589",,,"Esenbeckia grandiflora Mart.","Esenbeckia","Rutaceae","unknown","Esenbeckia grandiflora"
"gbif",,"ESA","118282","Eugenia francavilleana O.Berg","Plantae","Myrtaceae","Eugenia","2001","1","17","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren","ESALQ","PRESERVED_SPECIMEN","Mazine, F.F.",,,,,,"https://specieslink.net/col/8","francavilleana","Pastore, J.A.",,,"2024-07-23 11:28:27",,"914",,,,,"Tracheophyta","Myrtales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2011-04-18","Eugenia francavilleana O.Berg",,"BR",,,"2001-01-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","4955363116",,,,"https://specieslink.net/guid/8/118282",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eugenia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Eugenia francavilleana","Eugenia francavilleana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Eugenia francavilleana","O.Berg","name_w_authors","Myrtaceae","Eugenia francavilleana","O.Berg","species","name accepted","bfo-10401",,,"Eugenia francavilleana O.Berg","Eugenia","Myrtaceae","unknown","Eugenia francavilleana"
"user",,"RB","RB00307328","Eugenia involucrata DC.","Plantae","Myrtaceae","Eugenia","2003","10","30","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa da hospedaria.","JBRJ","Preserved Specimen","G.A.D.C. Franco",,,,,,,"involucrata","L.F. Delgado",,,,"DC.",,,,,,,,,,,,,,,,,,,"São Paulo","2003-11-28",,,"BR",,,"2003-10-30",,,,,,,"sp.","Physical Object",,,,"RB",,"Delgado, L.F.","s.n.","2003","Franco, G.A.D.C.","2003",,"Delgado",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,"urn:catalog:JBRJ:RB:307328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/30/73/28/00307328.jpg",,,,,,,,,,,,,,,,,"2014-11-03 13:05:15+00","Angiospermas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Eugenia involucrata","DC.","name_w_authors","Myrtaceae","Eugenia involucrata","DC.","species","name accepted","bfo-10419",,,"Eugenia involucrata DC.","Eugenia","Myrtaceae","medium","Eugenia involucrata"
"gbif",,"SMDB","19833","Calycorectes pohlianus (O.Berg) Kiaersk.","Plantae","Myrtaceae","Calycorectes","2005","10","27","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren","UFSM","PRESERVED_SPECIMEN","Sakita, MN",,,,,,"https://specieslink.net/col/445","pohlianus","Sakita, MN",,,"2024-12-12 09:17:25","(O. Berg) Kiaersk.","s.n.",,,,,"Tracheophyta","Myrtales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2005-01-01","Calycorectes pohlianus (O.Berg) Kiaersk.",,"BR",,,"2005-10-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","3342945349",,,,"https://specieslink.net/guid/445/19833",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calycorectes",,,,,,"2deca60c-f147-417f-9af4-b52067589e99",,,FALSE,FALSE,"Calycorectes pohlianus","Calycorectes pohlianus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","EN","https://images.cria.org.br/viewer/SMDB019833","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Eugenia longohypanthiata","Giaretta","name_w_authors","Myrtaceae","Eugenia longohypanthiata","Giaretta","species","replaced synonym","bfo-607044","Eugenia longohypanthiata","Giaretta","Eugenia longohypanthiata Giaretta","Eugenia","Myrtaceae","unknown","Eugenia longohypanthiata"
"gbif",,"MBM","169210","Sebastiania serrata (Baill. ex Müll.Arg.) Müll.Arg.","Plantae","Euphorbiaceae","Sebastiania","1993","10","6","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","MBM","PRESERVED_SPECIMEN","Pastore, JA",,,,,,"https://specieslink.net/col/40","serrata","Guillaumon, JR",,,"2025-01-01 00:01:03","(Baill. ex Mull. Arg.) Müll.Arg.","s.n.",,,,,"Tracheophyta","Malpighiales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Sebastiania serrata (Baill. ex Müll.Arg.) Müll.Arg.",,"BR",,,"1993-10-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095513066",,,,"https://specieslink.net/guid/40/169210",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastiania",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Sebastiania serrata","Sebastiania serrata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/MBM169210","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Gymnanthes serrata","Baill. ex Müll.Arg.","name_w_authors","Euphorbiaceae","Gymnanthes serrata","Baill. ex Müll.Arg.","species","replaced synonym","bfo-55525","Gymnanthes serrata","Baill. ex Müll.Arg.","Gymnanthes serrata Baill. ex Müll.Arg.","Gymnanthes","Euphorbiaceae","unknown","Gymnanthes serrata"
"gbif",,"FLOR","42605","Ipomoea alba L.","Plantae","Convolvulaceae","Ipomoea","1997","9","12","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, próximo a casa 31","UFSC","PRESERVED_SPECIMEN","Simão-Bianchini, R.",,,,,,"https://specieslink.net/col/268","alba","Baitello, J.B.",,,"2025-01-01 12:02:28","L.","813",,,,,"Tracheophyta","Solanales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2004-01-30","Ipomoea alba L.",,"BR",,,"1997-09-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1077366166",,,,"https://specieslink.net/guid/268/42605",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ipomoea",,,,,,"121275a3-dcce-44f4-9868-37326e9f64ef",,,FALSE,FALSE,"Ipomoea alba","Ipomoea alba","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Ipomoea alba","L.","name_w_authors","Convolvulaceae","Ipomoea alba","L.","species","name accepted","bfo-7022",,,"Ipomoea alba L.","Ipomoea","Convolvulaceae","unknown","Ipomoea alba"
"gbif",,"CEN","CEN00133867","Lagerstroemia indica L.","Plantae","Lythraceae","Lagerstroemia",,,,"BR","São Paulo",,"Parque Estadual Alberto Löfgren (Horto Florestal).","CEN","PRESERVED_SPECIMEN","M. Koscinski",,,,,,,"indica","Mansueto Koscinski","-46.63","-23.54",,"L.",,,,,,"Tracheophyta","Myrtales",,,"Magnoliopsida",,,,,,,,"GBIF","SAO PAULO",,"Lagerstroemia indica L.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6777457","BR",,,,"Err:+-53584 WGS84. Doação do Herbário D. Bento Pickel - SPSF 6523.",,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren horto florestal",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","4999687811",,,,"6777457",,,,,"PRESENT",,,,,,"jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/cen/cen/0/13/38/67/cen00133867.dzi",,,,,,,,,,,,,,,,,,,,,,,,"Lagerstroemia",,,,,,"9e54731f-ca52-4389-95cb-e4feedc7593e",,,TRUE,FALSE,"Lagerstroemia indica","Lagerstroemia indica L.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/cen/cen/0/13/38/67/cen00133867.dzi",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Lagerstroemia indica","L.","name_w_authors","Lythraceae","Lagerstroemia indica","L.","species","name accepted","bfo-610010",,,"Lagerstroemia indica L.","Lagerstroemia","Lythraceae","unknown","Lagerstroemia indica"
