"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","phylum","order","individualcount","continentocean","class","preparationtype","fieldNumber","infraspecificEpithet","previouscatalognumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"SP-BRYOPHYTA","408456","Lejeuneaceae","Plantae","Lejeuneaceae",,"2007","12","18","BRASIL","São Paulo",,"Parque Estadual Alberto Löfgren, Cantareira","IPA/SP","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/339",,"Yano, O.; Yano, T.",,,"2019-05-02 10:53:48",,"30675",,,,,"Marchantiophyta","Porellales",,,"Jungermanniopsida",,,,,,,,"GBIF","São Paulo",,"Lejeuneaceae",,"BR",,,"2007-12-18",,,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1803043057",,,,"https://specieslink.net/guid/339/408456",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,FALSE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Lejeuneaceae sp.",,"family_as_genus",,"Lejeuneaceae sp.",,"genus","not found",,,,"Lejeuneaceae sp.","Lejeuneaceae","Fabaceae","unknown",
"gbif",,"HUEFS","169161","Machaerium villosum Vogel","Plantae","Fabaceae","Machaerium","2004","3","24","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren.","UEFS","PRESERVED_SPECIMEN","F.A.R.D.P.Arzolla",,,,,,"https://specieslink.net/col/204","villosum","Arzolla, F.A.R.D.P.",,,"2024-12-20 13:10:33","Vogel","492",,,,,"Tracheophyta","Fabales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2004-04-01","Machaerium villosum Vogel",,"BR",,,"2004-03-24",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1094886224",,,,"https://specieslink.net/guid/204/169161",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Machaerium",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Machaerium villosum","Machaerium villosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU","https://images.cria.org.br/viewer/HUEFS0169161","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Machaerium villosum","Vogel","name_w_authors","Fabaceae","Machaerium villosum","Vogel","species","name accepted","bfo-29784",,,"Machaerium villosum Vogel","Machaerium","Fabaceae","unknown","Machaerium villosum"
"gbif",,"MBM","228072","Miconia ligustroides (DC.) Naudin","Plantae","Melastomataceae","Miconia",,,,"Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","MBM","PRESERVED_SPECIMEN","Goldenberg, R",,,,,,"https://specieslink.net/col/40","ligustroides","Dias, AC; et al.",,,"2025-01-01 00:01:03","(DC.) Naudin","s.n.",,,,,"Tracheophyta","Myrtales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Miconia ligustroides (DC.) Naudin",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095562182",,,,"https://specieslink.net/guid/40/228072",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miconia",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Miconia ligustroides","Miconia ligustroides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM228072","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Miconia ligustroides","(DC.) Naudin","name_w_authors","Melastomataceae","Miconia ligustroides","(DC.) Naudin","species","name accepted","bfo-9726",,,"Miconia ligustroides (DC.) Naudin","Miconia","Melastomataceae","unknown","Miconia ligustroides"
"gbif",,"MBM","199291","Mikania micrantha Kunth","Plantae","Asteraceae","Mikania","1992","4","8","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","MBM","PRESERVED_SPECIMEN","Franco, GADC",,,,,,"https://specieslink.net/col/40","micrantha","Pastore, JA; et al.",,,"2025-01-01 00:01:03","Kunth","410",,,,,"Tracheophyta","Asterales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Mikania micrantha Kunth",,"BR",,,"1992-04-08",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095538241",,,,"https://specieslink.net/guid/40/199291",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mikania",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Mikania micrantha","Mikania micrantha","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/MBM199291","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Mikania micrantha","Kunth","name_w_authors","Asteraceae","Mikania micrantha","Kunth","species","name accepted","bfo-5456",,,"Mikania micrantha Kunth","Mikania","Asteraceae","unknown","Mikania micrantha"
"gbif",,"MBM","376994","Nectandra barbellata Coe-Teix.","Plantae","Lauraceae","Nectandra",,,,"Brazil","São Paulo",,"Parque Estadual Alberto Löfgren, ao lado do Museu Florestal","MBM","PRESERVED_SPECIMEN","Baitello, J.B.",,,,,,"https://specieslink.net/col/40","barbellata","Baitello, J.B.; Aguiar, O.T.;Moraes, P.L.R.;Rohwer, J.",,,"2025-01-01 00:01:03","Coe-Teix.","2559",,,,,"Tracheophyta","Laurales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2011-01-01","Nectandra barbellata Coe-Teix.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","4974619961",,,,"https://specieslink.net/guid/40/376994",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nectandra",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Nectandra barbellata","Nectandra barbellata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","EN","https://images.cria.org.br/viewer/MBM376994","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Nectandra barbellata","Coe-Teix.","name_w_authors","Lauraceae","Nectandra barbellata","Coe-Teix.","species","name accepted","bfo-8425",,,"Nectandra barbellata Coe-Teix.","Nectandra","Lauraceae","unknown","Nectandra barbellata"
"gbif",,"MBM","262576","Nectandra oppositifolia Nees & Mart. ex Nees","Plantae","Lauraceae","Nectandra","2001","3","20","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, divisão de Dasonomia","MBM","PRESERVED_SPECIMEN","Moraes, P.L.R. de",,,,,,"https://specieslink.net/col/40","oppositifolia","Silva, E.L.",,,"2025-01-01 00:01:03","Nees & Mart.","50",,,,,"Tracheophyta","Laurales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2009-05-06","Nectandra oppositifolia Nees & Mart. ex Nees",,"BR",,,"2001-03-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095589538",,,,"https://specieslink.net/guid/40/262576",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nectandra",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Nectandra oppositifolia","Nectandra oppositifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM262576","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Nectandra oppositifolia","Nees & Mart.","name_w_authors","Lauraceae","Nectandra oppositifolia","Nees & Mart.","species","author misspelled","bfo-8434",,,"Nectandra oppositifolia Nees & Mart.","Nectandra","Lauraceae","unknown","Nectandra oppositifolia"
"gbif",,"HUEFS","177488","Ocimum basilicum L.","Plantae","Lamiaceae","Ocimum","2004","9","28","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, divisão de Dasonomia, próximo ao laboratório de fitoquímica, cultivada.","UEFS","PRESERVED_SPECIMEN","F.S.Peres",,,,,,"https://specieslink.net/col/204","basilicum","Sakita, M.N.",,,"2024-10-29 07:27:24","L.","spsf33540",,,,,"Tracheophyta","Lamiales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2004-09-01","Ocimum basilicum L.",,"BR",,,"2004-09-28",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1094894556",,,,"https://specieslink.net/guid/204/177488",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocimum",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Ocimum basilicum","Ocimum basilicum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/HUEFS0177488","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Ocimum basilicum","L.","name_w_authors","Lamiaceae","Ocimum basilicum","L.","species","name accepted","bfo-117019",,,"Ocimum basilicum L.","Ocimum","Lamiaceae","unknown","Ocimum basilicum"
"gbif",,"HUEFS","169190","Ocimum gratissimum L.","Plantae","Lamiaceae","Ocimum","2005","7","13","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, Divisão de Dasonomia.","UEFS","PRESERVED_SPECIMEN","G.A.D.C.Franco",,,,,,"https://specieslink.net/col/204","gratissimum","Sakita, M.N.",,,"2024-10-29 07:27:24","L.","SPSF34914",,,,,"Tracheophyta","Lamiales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2005-07-01","Ocimum gratissimum L.",,"BR",,,"2005-07-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1094886274",,,,"https://specieslink.net/guid/204/169190",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocimum",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Ocimum gratissimum","Ocimum gratissimum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/HUEFS0169190","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Ocimum gratissimum","L.","name_w_authors","Lamiaceae","Ocimum gratissimum","L.","species","name accepted","bfo-23332",,,"Ocimum gratissimum L.","Ocimum","Lamiaceae","unknown","Ocimum gratissimum"
"gbif",,"HURB","3136","Ocotea odorifera (Vell.) Rohwer","Plantae","Lauraceae","Mespilodaphne","1993","7","13","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren.","UFRB","PRESERVED_SPECIMEN","J.B. Baitello",,,,,,"https://specieslink.net/col/419","odorifera","Aguiar, O.T.; Esteve, R.",,,"2025-01-01 12:05:12","(Vell.) Rohwer","453",,,,,"Tracheophyta","Laurales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","1993-07-30","Mespilodaphne quixos (Lam.) Rohwer",,"BR",,,"1993-07-13",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1087703853",,,,"https://specieslink.net/guid/419/3136",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocotea",,,,,,"a8e78a51-12b2-4ca1-8945-6d909022ef6a",,,FALSE,FALSE,"Mespilodaphne quixos","Ocotea odorifera","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/HURB000003136","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Ocotea odorifera","(Vell.) Rohwer","name_w_authors","Lauraceae","Ocotea odorifera","(Vell.) Rohwer","species","name accepted","bfo-8476",,,"Ocotea odorifera (Vell.) Rohwer","Ocotea","Lauraceae","unknown","Ocotea odorifera"
"gbif",,"MBM","235522","Ocotea puberula (Rich.) Nees","Plantae","Lauraceae","Ocotea",,,,"Brazil","São Paulo",,"Parque Estadual Alberto Löfgren.","MBM","PRESERVED_SPECIMEN","Baitello, JB",,,,,,"https://specieslink.net/col/40","puberula","Silva, EL",,,"2025-01-01 00:01:03","(Rich.) Nees","47",,,,,"Tracheophyta","Laurales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Ocotea puberula (Rich.) Nees",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095568556",,,,"https://specieslink.net/guid/40/235522",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocotea",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Ocotea puberula","Ocotea puberula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM235522","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Ocotea puberula","(Rich.) Nees","name_w_authors","Lauraceae","Ocotea puberula","(Rich.) Nees","species","name accepted","bfo-8507",,,"Ocotea puberula (Rich.) Nees","Ocotea","Lauraceae","unknown","Ocotea puberula"
"gbif",,"UEC","145717","Piper arboreum Aubl.","Plantae","Piperaceae","Piper","2008","4","7","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren, Proximidades da área ocupada pelo Clube do Tiro, regeneração da Floresta Ombrófla Densa Montana sob plantios.&nf;Altitude de 811 metros.","UNICAMP","PRESERVED_SPECIMEN","Arzolla, FARDP",,,,,,"https://specieslink.net/col/2","arboreum","Arzolla, FARDP; et al.","-46.645222","-23.461472","2024-11-25 11:32:35","Aubl.","1349",,,,,"Tracheophyta","Piperales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2009-09-10","Piper arboreum Aubl.",,"BR",,,"2008-04-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1089087045",,,,"https://specieslink.net/guid/2/145717",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piper",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Piper arboreum","Piper arboreum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC149791","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Piper arboreum","Aubl.","name_w_authors","Piperaceae","Piper arboreum","Aubl.","species","name accepted","bfo-12748",,,"Piper arboreum Aubl.","Piper","Piperaceae","unknown","Piper arboreum"
"gbif",,"UEC","145718","Piper permucronatum Yunck.","Plantae","Piperaceae","Piper","2008","4","1","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren, Região do São Gualberto. Floresta Ombrófila Densa Montana. Estádio médio de regeneração. Altitude aproximada de 811 metros.","UNICAMP","PRESERVED_SPECIMEN","Beluco, LES",,,,,,"https://specieslink.net/col/2","permucronatum","Souza, SCPM; Arzolla, FARDP; Moura, C; Vilela, FESP; Pastore, JFB","-46.636667","-23.455556","2024-11-25 11:32:38","Yunck.","6",,,,,"Tracheophyta","Piperales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2009-09-10","Piper permucronatum Yunck.",,"BR",,,"2008-04-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1089087038",,,,"https://specieslink.net/guid/2/145718",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piper",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Piper permucronatum","Piper permucronatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC149985","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Piper permucronatum","Yunck.","name_w_authors","Piperaceae","Piper permucronatum","Yunck.","species","name accepted","bfo-12827",,,"Piper permucronatum Yunck.","Piper","Piperaceae","unknown","Piper permucronatum"
"gbif",,"SMDB","21339","Plantago tomentosa Lam.","Plantae","Plantaginaceae","Plantago","2003","11","21","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, na Divisão de Dasonomia","UFSM","PRESERVED_SPECIMEN","Sakita, MN",,,,,,"https://specieslink.net/col/445","tomentosa","Sakita, MN",,,"2024-12-12 09:17:47","Lam.","s.n.",,,,,"Tracheophyta","Lamiales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2003-11-21","Plantago tomentosa Lam.",,"BR",,,"2003-11-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","4953382962",,,,"https://specieslink.net/guid/445/21339",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plantago",,,,,,"2deca60c-f147-417f-9af4-b52067589e99",,,FALSE,FALSE,"Plantago tomentosa","Plantago tomentosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SMDB021339","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Plantago tomentosa","Lam.","name_w_authors","Plantaginaceae","Plantago tomentosa","Lam.","species","name accepted","bfo-12918",,,"Plantago tomentosa Lam.","Plantago","Plantaginaceae","unknown","Plantago tomentosa"
"gbif",,"MBM","353690","Platycyamus regnellii Benth.","Plantae","Fabaceae","Platycyamus","2001","3","22","Brazil","São Paulo",,"Parque Estadual Alberto Löfgren, arboreto Bassoti.","MBM","PRESERVED_SPECIMEN","Baitello, JB",,,,,,"https://specieslink.net/col/40","regnellii","Baitello, JB",,,"2025-01-01 00:01:03","Benth.","987",,,,,"Tracheophyta","Fabales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2001-03-22","Platycyamus regnellii Benth.",,"BR",,,"2001-03-22",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095625795",,,,"https://specieslink.net/guid/40/353690",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platycyamus",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Platycyamus regnellii","Platycyamus regnellii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM353690","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Platycyamus regnellii","Benth.","name_w_authors","Fabaceae","Platycyamus regnellii","Benth.","species","name accepted","bfo-29815",,,"Platycyamus regnellii Benth.","Platycyamus","Fabaceae","unknown","Platycyamus regnellii"
"gbif",,"SPF","110197","Tibouchina pulchra (Cham.) Cogn.","Plantae","Melastomataceae","Pleroma","1988","2","12","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, Instituto Florestal.","USP-IB","PRESERVED_SPECIMEN","Chiea, SAC",,,,,,"https://specieslink.net/col/7","pulchra","Rocha, FT",,,"2023-12-20 16:04:02","(Cham.) Cogn.","s.n.",,,,,"Tracheophyta","Myrtales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","1988-01-01","Pleroma raddianum (DC.) Gardner",,"BR",,,"1988-02-12",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1143411010",,,,"https://specieslink.net/guid/7/110197",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tibouchina",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Pleroma raddianum","Tibouchina pulchra","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SPF00110197","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Pleroma raddianum","(DC.) Gardner","name_w_authors","Melastomataceae","Pleroma raddianum","(DC.) Gardner","species","author misspelled|replaced synonym","bfo-603046","Pleroma raddianum","(DC.) Gardner","Pleroma raddianum (DC.) Gardner","Pleroma","Melastomataceae","unknown","Pleroma raddianum"
