"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","phylum","order","individualcount","continentocean","class","preparationtype","fieldNumber","infraspecificEpithet","previouscatalognumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"BHCB","150313","Polystachya caracasana Rchb.f.","Plantae","Orchidaceae","Polystachya","2005","5","5","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren","UFMG","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/220","caracasana","Gobitta, MC; Arzolla, FARDP","-46.634736","-23.461958","2024-09-09 22:14:20","Rchb.f.","7","0","0",,,"Tracheophyta","Asparagales",,,"Liliopsida",,,,,,,,"GBIF","São Paulo","2005-05-18","Polystachya foliosa (Hook.) Rchb.f.",,"BR",,,"2005-05-05",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1087653532",,,,"https://specieslink.net/guid/220/150313",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polystachya",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Polystachya foliosa","Polystachya caracasana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Polystachya caracasana","Rchb.f.","name_w_authors","Orchidaceae","Polystachya caracasana","Rchb.f.","species","name accepted","bfo-69376",,,"Polystachya caracasana Rchb.f.","Polystachya","Orchidaceae","unknown","Polystachya caracasana"
"gbif",,"SPSF","34512","Polystachya estrellensis Rchb.f.","Plantae","Orchidaceae","Polystachya","2005","5","5","Brasil","Sp",,"Parque Estadual Alberto Löfgren","IF","PRESERVED_SPECIMEN","M.C.Gobitta",,,,,,"https://specieslink.net/col/13","estrellensis","M.C.Gobitta & F.A.R.D.P.Arzolla","-46.634722","-23.461944","2024-08-06 09:12:43",,"7",,,,,"Tracheophyta","Asparagales",,,"Liliopsida",,,,,,,,"GBIF","São Paulo","2005-05-18","Polystachya foliosa (Hook.) Rchb.f.",,"BR",,,"2005-05-05",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1086903250",,,,"https://specieslink.net/guid/13/34512",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polystachya",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Polystachya foliosa","Polystachya estrellensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Polystachya concreta","(Jacq.) Garay & Sweet","name_w_authors","Orchidaceae","Polystachya concreta","(Jacq.) Garay & Sweet","species","replaced synonym","bfo-12070","Polystachya concreta","(Jacq.) Garay & Sweet","Polystachya concreta (Jacq.) Garay & Sweet","Polystachya","Orchidaceae","unknown","Polystachya concreta"
"gbif",,"BHCB-SL","150337","Pteris vittata L.","Plantae","Pteridaceae","Pteris","2008","3","1","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, Área administrativa, próximo ao prédio 5.","UFMG","PRESERVED_SPECIMEN","Prado, J",,,,,,"https://specieslink.net/col/453","vittata","Guillaumon, JR",,,"2022-12-26 10:33:37","L.","s.n",,,,,"Tracheophyta","Polypodiales",,,"Polypodiopsida",,,,,,,,"GBIF","São Paulo","2010-05-28","Pteris vittata L.",,"BR",,,"2008-03-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1844430981",,,,"https://specieslink.net/guid/453/150337",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pteris",,,,,,"ed8e1590-62b5-48a8-8654-4ecc13554f57",,,FALSE,FALSE,"Pteris vittata","Pteris vittata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Pteris vittata","L.","name_w_authors","Pteridaceae","Pteris vittata","L.","species","name accepted","bfo-92006",,,"Pteris vittata L.","Pteris","Pteridaceae","unknown","Pteris vittata"
"gbif",,"SP-BRYOPHYTA","408458","Ptychomitrium Fürnr.","Plantae","Ptychomitriaceae","Ptychomitrium","2007","12","18","BRASIL","São Paulo",,"Parque Estadual Alberto Löfgren, Cantareira","IPA/SP","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/339",,"Yano, O.; Yano, T.",,,"2019-05-02 10:55:27",,"30677",,,,,"Bryophyta","Grimmiales",,,"Bryopsida",,,,,,,,"GBIF","São Paulo",,"Ptychomitrium Fürnr.",,"BR",,,"2007-12-18",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1803042976",,,,"https://specieslink.net/guid/339/408458",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ptychomitrium",,,,,,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,FALSE,FALSE,,"Ptychomitrium","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Ptychomitrium","Fürnr.","name_w_authors",,"Ptychomitrium","Fürnr.","genus","not found",,,,"Ptychomitrium Fürnr.","Ptychomitrium","Olacaceae","unknown",
"gbif",,"HUEFS","169182","Salvia guaranitica A.St.-Hil. ex Benth.","Plantae","Lamiaceae","Salvia","1993","9","13","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, próximo à Colônia situada em frente ao viveiro de mudas.","UEFS","PRESERVED_SPECIMEN","E.P.dos Santos",,,,,,"https://specieslink.net/col/204","guaranitica","Pastore, J.A.",,,"2024-10-29 07:27:31","A.St.-Hil. ex Benth.","483",,,,,"Tracheophyta","Lamiales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2007-04-01","Salvia guaranitica A.St.-Hil. ex Benth.",,"BR",,,"1993-09-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1094886245",,,,"https://specieslink.net/guid/204/169182",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salvia",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Salvia guaranitica","Salvia guaranitica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/HUEFS0169182","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Salvia guaranitica","A.St.-Hil. ex Benth.","name_w_authors","Lamiaceae","Salvia guaranitica","A.St.-Hil. ex Benth.","species","name accepted","bfo-8322",,,"Salvia guaranitica A.St.-Hil. ex Benth.","Salvia","Lamiaceae","unknown","Salvia guaranitica"
"gbif",,"VIC","46600","Senegalia grandistipula (Benth.) Seigler & Ebinger","Plantae","Fabaceae","Senegalia","2003","2","24","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren., Área administrativa.","UFV","PRESERVED_SPECIMEN","Pastore, J.A.",,,,,,"https://specieslink.net/col/441","grandistipula","Rocha, F.T.; Florsheim, E.B.",,,"2024-12-10 08:16:09","(Benth.) Seigler & Ebinger","109",,,,,"Tracheophyta","Fabales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2003-02-25","Senegalia grandistipula (Benth.) Seigler & Ebinger",,"BR",,,"2003-02-24",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1585191833",,,,"https://specieslink.net/guid/441/46600",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Senegalia",,,,,,"68c90cbc-e74b-4fb6-8ee4-6fa3bd247837",,,FALSE,FALSE,"Senegalia grandistipula","Senegalia grandistipula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/VIC046600","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Senegalia grandistipula","(Benth.) Seigler & Ebinger","name_w_authors","Fabaceae","Senegalia grandistipula","(Benth.) Seigler & Ebinger","species","name accepted","bfo-101001",,,"Senegalia grandistipula (Benth.) Seigler & Ebinger","Senegalia","Fabaceae","unknown","Senegalia grandistipula"
"speciesLink",,"MACK","308","Sesbania marginata","Plantae","Fabaceae","Sesbania","2003","01","18","Brasil","SP","São Paulo","Parque Estadual Alberto Löfgren, viveiro de mudas.","UPM","PreservedSpecimen","J. A. Pastore","2003","02","25",,,"427","marginata","F. S. Peres","-46.6300010681152","-23.5400009155273","2020-01-20T14:40:30","Benth.","6",,,,"53584",,,,,,,,,,,,,"SPLINK","São Paulo","2003-02-25",,,,,,,,,,,,,,,,,,"MACK",,"Peres, F.S.","6","2003","Pastore, J.A.","2003",,"Peres",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Sesbania virgata","(Cav.) Poir.","possibly_ok","Fabaceae","Sesbania virgata","(Cav.) Poir.","species","replaced synonym","bfo-19125","Sesbania virgata","(Cav.) Poir.","Sesbania virgata (Cav.) Poir.","Sesbania","Fabaceae","low","Sesbania virgata"
"gbif",,"FUEL","31998","Sessea brasiliensis Toledo","Plantae","Solanaceae","Cestrum","1945","8","22","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren","UEL","PRESERVED_SPECIMEN","Pickel",,,,,,"https://specieslink.net/col/48","brasiliensis","Pickel, B",,,"2024-12-05 15:06:38","Toledo","s.n.","0","0",,,"Tracheophyta","Solanales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","1945-01-01","Cestrum toledii Carvalho & Schnoor",,"BR",,,"1945-08-22",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","2464850507",,,,"https://specieslink.net/guid/48/31998",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sessea",,,,,,"78dcee36-b0a2-4679-802d-bc0b5016518b",,,FALSE,FALSE,"Cestrum toledii","Sessea brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","DD",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Sessea brasiliensis","Toledo","name_w_authors","Solanaceae","Sessea brasiliensis","Toledo","species","name accepted","bfo-14712",,,"Sessea brasiliensis Toledo","Sessea","Solanaceae","unknown","Sessea brasiliensis"
"gbif",,"SPF","191552","Solanum capsicoides All.","Plantae","Solanaceae","Solanum","2009","4","29","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren","USP-IB","PRESERVED_SPECIMEN","Franco, GADC",,,,,,"https://specieslink.net/col/7","capsicoides","Cielo-Filho, R","-46.633333","-23.461667","2024-01-30 15:24:21","All.","851",,,,,"Tracheophyta","Solanales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2009-04-01","Solanum capsicoides All.",,"BR",,,"2009-04-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1978403766",,,,"https://specieslink.net/guid/7/191552",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,TRUE,FALSE,"Solanum capsicoides","Solanum capsicoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00191552","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Solanum capsicoides","All.","name_w_authors","Solanaceae","Solanum capsicoides","All.","species","name accepted","bfo-14742",,,"Solanum capsicoides All.","Solanum","Solanaceae","unknown","Solanum capsicoides"
"gbif",,"BHCB","89444","Solanum concinnum Schott ex Sendtn.","Plantae","Solanaceae","Solanum","1995","6","12","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, Área degradada, rua em frente ao viveiro de muda.","UFMG","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/220","concinnum","Pastore, JA",,,"2024-09-09 22:14:18","Schott ex Sendtn.","601","0","0",,,"Tracheophyta","Solanales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Solanum concinnum Schott ex Sendtn.",,"BR",,,"1995-06-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1087632079",,,,"https://specieslink.net/guid/220/89444",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,FALSE,FALSE,"Solanum concinnum","Solanum concinnum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Solanum concinnum","Schott ex Sendtn.","name_w_authors","Solanaceae","Solanum concinnum","Schott ex Sendtn.","species","name accepted","bfo-14752",,,"Solanum concinnum Schott ex Sendtn.","Solanum","Solanaceae","unknown","Solanum concinnum"
"gbif",,"BHCB","91992","Solanum granulosoleprosum Dunal","Plantae","Solanaceae","Solanum","2004","4","13","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren","UFMG","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/220","granulosoleprosum","Arzolla, FARDP",,,"2024-09-09 22:14:18","Dunal","522","0","0",,,"Tracheophyta","Solanales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Solanum granulosoleprosum Dunal",,"BR",,,"2004-04-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1087632689",,,,"https://specieslink.net/guid/220/91992",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,FALSE,FALSE,"Solanum granulosoleprosum","Solanum granulosoleprosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Solanum granulosoleprosum","Dunal","name_w_authors","Solanaceae","Solanum granulosoleprosum","Dunal","species","name accepted","bfo-14775",,,"Solanum granulosoleprosum Dunal","Solanum","Solanaceae","unknown","Solanum granulosoleprosum"
"gbif",,"BHCB","130022","Solanum robustum H.Wendl.","Plantae","Solanaceae","Solanum","2005","10","7","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área administrativa, prox. ao CECAT","UFMG","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/220","robustum","Moll, J",,,"2024-09-09 22:14:18","H.L.Wendl.","s.n.","0","0",,,"Tracheophyta","Solanales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Solanum robustum H.Wendl.",,"BR",,,"2005-10-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1087645085",,,,"https://specieslink.net/guid/220/130022",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,FALSE,FALSE,"Solanum robustum","Solanum robustum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Solanum robustum","H.L.Wendl.","name_w_authors","Solanaceae","Solanum robustum","H.L.Wendl.","species","author misspelled","bfo-14845",,,"Solanum robustum H.L.Wendl.","Solanum","Solanaceae","unknown","Solanum robustum"
"gbif",,"BHCB","96358","Solanum scuticum M.Nee","Plantae","Solanaceae","Solanum",,,,"Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, Área degradada a...","UFMG","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/220","scuticum","Pastore, JA",,,"2024-09-09 22:14:18","M.Nee","600","0","0",,,"Tracheophyta","Solanales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Solanum scuticum M.Nee",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1087635446",,,,"https://specieslink.net/guid/220/96358",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,FALSE,FALSE,"Solanum scuticum","Solanum scuticum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Solanum scuticum","M.Nee","name_w_authors","Solanaceae","Solanum scuticum","M.Nee","species","name accepted","bfo-14857",,,"Solanum scuticum M.Nee","Solanum","Solanaceae","unknown","Solanum scuticum"
"gbif",,"FUEL","40546","Solidago chilensis Meyen","Plantae","Asteraceae","Solidago","2005","3","15","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, Divisão de Dasonomia","UEL","PRESERVED_SPECIMEN","Esteves, R",,,,,,"https://specieslink.net/col/48","chilensis","Esteves, R",,,"2024-12-05 15:04:04","Meyen","134","0","0",,,"Tracheophyta","Asterales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo","2005-03-01","Solidago chilensis Meyen",,"BR",,,"2005-03-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","2464860875",,,,"https://specieslink.net/guid/48/40546",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solidago",,,,,,"78dcee36-b0a2-4679-802d-bc0b5016518b",,,FALSE,FALSE,"Solidago chilensis","Solidago chilensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Solidago chilensis","Meyen","name_w_authors","Asteraceae","Solidago chilensis","Meyen","species","name accepted","bfo-5503",,,"Solidago chilensis Meyen","Solidago","Asteraceae","unknown","Solidago chilensis"
"user",,"RB","RB00046537","Tabernaemontana laeta Mart.","Plantae","Apocynaceae","Tabernaemontana","1951","11","9","Brasil","São Paulo",,"Parque Estadual Alberto Löfgren, área de visitação, parque do Palácio de Verão do Governador.","JBRJ","Preserved Specimen","Ingrid Koch",,,,,,,"laeta","M. A. Cunha, s.n.",,,,"Mart.",,,,,,,,,,,,,,,,,,,"São Paulo","1996-9-27",,,"BR",,,"1951-11-9",,,,,,,"sp.","Physical Object",,,,"RB",,"A. Cunha, S.N.M.","s.n.","1951","Koch, I.","1996",,"Cunha",,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren, parque do palacio de verao do governador",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county",,,,,"urn:catalog:JBRJ:RB:46537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/4/65/37/00046537.jpg",,,,,,,,,,,,,,,,,"2020-04-22 21:53:28+00","Angiospermas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Tabernaemontana laeta","Mart.","name_w_authors","Apocynaceae","Tabernaemontana laeta","Mart.","species","name accepted","bfo-4864",,,"Tabernaemontana laeta Mart.","Tabernaemontana","Apocynaceae","high","Tabernaemontana laeta"
"gbif",,"SPF","112334","Tibouchina Aubl.","Plantae","Melastomataceae","Tibouchina","1993","10",,"Brasil","São Paulo",,"Parque Estadual Alberto Löfgren","USP-IB","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/7",,"Guillaumon, JR",,,"2023-12-20 16:03:59",,"s.n.",,,,,"Tracheophyta","Myrtales",,,"Magnoliopsida",,,,,,,,"GBIF","São Paulo",,"Tibouchina Aubl.",,"BR",,,"1993-10",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual alberto lofgren",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1143411011",,,,"https://specieslink.net/guid/7/112334",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tibouchina",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,,"Tibouchina","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00112334","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Tibouchina","Aubl.","name_w_authors","Melastomataceae","Tibouchina","Aubl.","genus","name accepted","bfo-9876",,,"Tibouchina Aubl.","Tibouchina","Melastomataceae","unknown",
