"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","phylum","basisOfRecord","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","continentocean","class","order","verbatimLatitude","verbatimLongitude","occurrenceRemarks","yearIdentified","recordNumber","barcode","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationtype","typeStatus","individualcount","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","UEC","58809","Diplazium celtidifolium","Plantae","Dryopteridaceae","Diplazium","1991","12","04","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","23719","UNICAMP","Pteridophyta","S","2","celtidifolium","Salino, A","-45.349998","-23.77","2024-11-25T11:37:16","Kunze","Salino, A",,,,"0","0","<nO>Terrestre. Crescendo junto com Ctenitis e Didymochlaena.; Margem de estrada. Em mata pluvial atlântica.</nO>","1991","1205","UEC076455",,,,,,,,,,,"SPLINK","Ilhabela","1991-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Salino, A.","1205","1991","Salino, A.","1991",,"Salino",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Diplazium celtidifolium","Kunze","possibly_ok","Athyriaceae","Diplazium celtidifolium","Kunze","species","name accepted","bfo-108556",,,"Diplazium celtidifolium Kunze","Diplazium","Athyriaceae","low","Diplazium celtidifolium"
"speciesLink","SPF","105145","Dorstenia hirta","Plantae","Moraceae","Dorstenia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira.","23719","USP",,"PreservedSpecimen","7","hirta","Rapini, A","-45.349998","-23.77","2023-12-20T16:04:19","Desv.","Castro, RM",,,,"0","0","<nO>Erva, ca. 60 cm alt. Inflorescência verde, anteras brancas.</nO>","2004","40","SPF00105145","10",,,,,,,,,,"SPLINK","Ilhabela","2004-10-NA",,,,,,,,,,,,,,,,,,"SPF",,"Rapini, A.","40","1995","Castro, R.M.","2004",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Dorstenia hirta","Desv.","possibly_ok","Moraceae","Dorstenia hirta","Desv.","species","name accepted","bfo-10129",,,"Dorstenia hirta Desv.","Dorstenia","Moraceae","high","Dorstenia hirta"
"speciesLink","SP","288307","Eugenia mosenii","Plantae","Myrtaceae","Eugenia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Mata atlântica, trilha Toca da Goteira","23719","IBt",,"PreservedSpecimen","1","mosenii","Kirizawa, M; et al.","-45.349998","-23.77","2025-03-21T08:58:47","(Kausel) Sobral","Kilsztajn, Y",,,,"0","0",,"2025","3198",,"03",,,,,,,,,,"SPLINK","Ilhabela","2025-03-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3198","1995","Kilsztajn, Y.","2025",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela, mata atlantica",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia mosenii","(Kausel) Sobral","possibly_ok","Myrtaceae","Eugenia mosenii","(Kausel) Sobral","species","name accepted","bfo-10464",,,"Eugenia mosenii (Kausel) Sobral","Eugenia","Myrtaceae","low","Eugenia mosenii"
"speciesLink","SP","321768","Eugenia subavenia","Plantae","Myrtaceae","Eugenia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","23719","IBt",,"PreservedSpecimen","1","subavenia","Proença, SL; Rapini, A; Kirizawa, M; Ferreira, C","-45.349998","-23.77","2021-12-09T11:12:51","O.Berg","Kawasaki, ML",,,,"0","0","<nO>Árvore 6-7m alt., frutos verdes e alaranjados, quando maduros elípticos</nO>",,"84",,,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","84","1995","Kawasaki, M.L.","n.d.","Rapini, A.; Kirizawa, M.; Ferreira, C.","Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia subavenia","O.Berg","possibly_ok","Myrtaceae","Eugenia subavenia","O.Berg","species","name accepted","bfo-10546",,,"Eugenia subavenia O.Berg","Eugenia","Myrtaceae","high","Eugenia subavenia"
"speciesLink","SP","288609","Geonoma elegans","Plantae","Arecaceae","Geonoma","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","23719","IBt",,"PreservedSpecimen","1","elegans","Proença, SL; Rapini, A; Kirizawa, M; Ferreira, C","-45.349998","-23.77","2021-12-09T10:59:58","Mart.","Favaretto, BGS",,,,"0","0",,"2012","88",,"02","21",,,,,,,,,"SPLINK","Ilhabela","2012-02-21",,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","88","1995","Favaretto, B.G.S.","2012","Rapini, A.; Kirizawa, M.; Ferreira, C.","Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Geonoma elegans","Mart.","possibly_ok","Arecaceae","Geonoma elegans","Mart.","species","name accepted","bfo-44301",,,"Geonoma elegans Mart.","Geonoma","Arecaceae","low","Geonoma elegans"
"speciesLink","SPF","75061","Guapira opposita","Plantae","Nyctaginaceae","Guapira","1990","03","15","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","23719","USP",,"PreservedSpecimen","7","opposita","Robim, MJ","-45.349998","-23.77","2023-12-20T16:05:08","(Vell.) Reitz","Furlan, A",,,,"0","0",,"1995","647","SPF00075061",,,,,,,,,,,"SPLINK","Ilhabela","1995-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Robim, M.J.","647","1990","Furlan, A.","1995",,"Robim",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Guapira opposita","(Vell.) Reitz","possibly_ok","Nyctaginaceae","Guapira opposita","(Vell.) Reitz","species","name accepted","bfo-10913",,,"Guapira opposita (Vell.) Reitz","Guapira","Nyctaginaceae","high","Guapira opposita"
"speciesLink","SPSF","49372","Ipomoea bonariensis","Plantae","Convolvulaceae","Ipomoea","2013","02","12","Brasil","SP","Ilhabela","Parque Estadual da Ilhabela","23719","IF","Magnoliophyta","PreservedSpecimen","13","bonariensis","M.Pastore & R.M.Brito","-45.349998","-23.77","2024-08-06T09:17:03","Hook.","R.Simão","América do Sul","Magnoliopsida","Solanales",,,"<nO>COLETA: Trepadeira volúvel. Cálice verde; Corola rosa com o interios do tubo púrpureo.; GEOGRAFIA: Mata Atlantica. Sul da Ilha de São Sebastião, trilha que vai para Cachoeira da Laje.;</nO>","2013","231","SPSF00049372","02","27",,,,,,,,,"SPLINK","Ilhabela","2013-02-27",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, M.","231","2013","Simao, R.","2013","Brito, R.M.","Pastore",,"brazil","sao paulo","ilhabela","parque estadual da ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ipomoea bonariensis","Hook.","possibly_ok","Convolvulaceae","Ipomoea bonariensis","Hook.","species","name accepted","bfo-7029",,,"Ipomoea bonariensis Hook.","Ipomoea","Convolvulaceae","high","Ipomoea bonariensis"
"speciesLink","SP","447001","Jacquemontia frankeana","Plantae","Convolvulaceae","Jacquemontia","2013","02","12","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","23719","IBt",,"PreservedSpecimen","1","frankeana","Pastore, M; Brito, RM","-45.349998","-23.77","2025-02-21T08:25:34","(Schltdl.) M.Pastore & Sim.-Bianch.","Simão Bianchini, R; Pastore, M",,,,"0","0",,"2014","232",,"01","21",,,,,,,,,"SPLINK","Ilhabela","2014-01-21",,,,,,,,,,,,,,,,,,"SP",,"Pastore, M.","232","2013","Bianchini, R.S.","2014","Brito, R.M.","Pastore","Pastore, M.","brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Jacquemontia frankeana","(Schltdl.) M. Pastore & Sim-Bianch.","possibly_ok","Convolvulaceae","Jacquemontia frankeana","(Schltdl.) M. Pastore & Sim-Bianch.","species","author misspelled","bfo-583298",,,"Jacquemontia frankeana (Schltdl.) M. Pastore & Sim-Bianch.","Jacquemontia","Convolvulaceae","low","Jacquemontia frankeana"
"speciesLink","SPF","110256","Justicia carnea","Plantae","Acanthaceae","Justicia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","23719","USP",,"PreservedSpecimen","7","carnea","Rapini, A","-45.349998","-23.77","2023-12-20T15:53:37","Lindl.","Kirizawa, M",,,,"0","0",,,"46","SPF00110256",,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"SPF",,"Rapini, A.","46","1995","Kirizawa, M.","n.d.",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Justicia carnea","Lindl.","possibly_ok","Acanthaceae","Justicia carnea","Lindl.","species","name accepted","bfo-4141",,,"Justicia carnea Lindl.","Justicia","Acanthaceae","low","Justicia carnea"
"speciesLink","SP","285601","Langsdorffia hypogaea","Plantae","Balanophoraceae","Langsdorffia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira","23719","IBt",,"PreservedSpecimen","1","hypogaea","Rapini, A; et al.","-45.349998","-23.77","2022-02-04T17:10:36","Mart.","Gomes, FP",,,,"0","0",,"1997","37",,"04","10",,,,,,,,,"SPLINK","Ilhabela","1997-04-10",,,,,,,,,,,,,,,,,,"SP",,"Rapini, A.","37","1995","Gomes, F.P.","1997",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Langsdorffia hypogaea","Mart.","possibly_ok","Balanophoraceae","Langsdorffia hypogaea","Mart.","species","name accepted","bfo-5548",,,"Langsdorffia hypogaea Mart.","Langsdorffia","Balanophoraceae","low","Langsdorffia hypogaea"
"speciesLink","SPF","105244","Leandra acutiflora","Plantae","Melastomataceae","Leandra","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","23719","USP",,"PreservedSpecimen","7","acutiflora","Rapini, A","-45.349998","-23.77","2023-12-20T16:03:36","(Naudin) Cogn.","Reginato, M",,,,"0","0",,"2011","45","SPF00105244",,,,,,,,,,,"SPLINK","Ilhabela","2011-NA-NA",,,,,,,,,,,,,,,,,,"SPF",,"Rapini, A.","45","1995","Reginato, M.","2011",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Leandra acutiflora","(Naudin) Cogn.","possibly_ok","Melastomataceae","Leandra acutiflora","(Naudin) Cogn.","species","name accepted","bfo-9498",,,"Leandra acutiflora (Naudin) Cogn.","Leandra","Melastomataceae","high","Leandra acutiflora"
"gbif","MBM","156158","Licaria armeniaca (Nees) Kosterm.","Plantae","Lauraceae","Licaria","1989","10","15","Brazil","São Paulo",,"Parque Estadual de Ilhabela, trilha da água branca, Poço da Escada",,"MBM","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/40","armeniaca","Robim, M.J.; Fontes, M.A.",,,"2025-01-01 00:01:03","(Nees) Kosterm.","Baitello, J.B.",,"Magnoliopsida","Laurales",,,,,"642",,,,,,,,,,,,"GBIF","São Paulo","1989-10-25","Licaria armeniaca (Nees) Kosterm.",,"BR",,,"1989-10-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual de ilhabela",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1095501908",,,,"https://specieslink.net/guid/40/156158",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Licaria",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Licaria armeniaca","Licaria armeniaca","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/MBM156158",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Licaria armeniaca","(Nees) Kosterm.","name_w_authors","Lauraceae","Licaria armeniaca","(Nees) Kosterm.","species","name accepted","bfo-8419",,,"Licaria armeniaca (Nees) Kosterm.","Licaria","Lauraceae","unknown","Licaria armeniaca"
"speciesLink","SP","288300","Miconia brasiliensis","Plantae","Melastomataceae","Miconia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Goteira","23719","IBt",,"PreservedSpecimen","1","brasiliensis","Kirizawa, M; et al.","-45.349998","-23.77","2023-04-28T09:34:18","(Spreng.) Triana","Goldenberg, R",,,,"0","0",,"2009","3204",,,,,,,,,,,,"SPLINK","Ilhabela","2009-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3204","1995","Goldenberg, R.","2009",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Miconia brasiliensis","(Spreng.) Triana","possibly_ok","Melastomataceae","Miconia brasiliensis","(Spreng.) Triana","species","name accepted","bfo-9675",,,"Miconia brasiliensis (Spreng.) Triana","Miconia","Melastomataceae","high","Miconia brasiliensis"
"user","RB","RB01305633","Mollinedia pachysandra Perkins","Plantae","Monimiaceae","Mollinedia","1995","8","23","Brasil","São Paulo",,"Parque Estadual de Ilhabela. Trilha Toca da Goteira",,"JBRJ",,"Preserved Specimen",,"pachysandra","M. Kirizawa; A. Rapini; S.L. Proença",,,,"Perkins","LIRIO",,,,,,,,"3199",,,,,,,,,,,,,"Ilhabela","2017-5",,,"BR",,,"1995-08-23",,,,,,,"sp.","Physical Object",,,,"RB",,"Kirizawa, M.","3199","1995","Lirio","2017","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,"urn:catalog:JBRJ:RB:1305633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/30/56/33/01305633.jpg",,,,,,,,,,,,,,,,,,,"2017-05-10 11:19:52+00","Angiospermas","brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Mollinedia pachysandra","Perkins","name_w_authors","Monimiaceae","Mollinedia pachysandra","Perkins","species","name accepted","bfo-10099",,,"Mollinedia pachysandra Perkins","Mollinedia","Monimiaceae","high","Mollinedia pachysandra"
"speciesLink","SP","285748","Mollinedia schottiana","Plantae","Monimiaceae","Mollinedia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Próximo à trilha do Poço da Escada.","23719","IBt",,"PreservedSpecimen","1","schottiana","Proença, SL; et al.","-45.349998","-23.77","2021-12-09T11:12:04","(Spreng.) Perkins","Peixoto, AL",,,,"0","0",,"2002","94","SP048185",,,,,,,,,,,"SPLINK","Ilhabela","2002-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","94","1995","Peixoto, A.L.","2002",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Mollinedia schottiana","(Spreng.) Perkins","possibly_ok","Monimiaceae","Mollinedia schottiana","(Spreng.) Perkins","species","name accepted","bfo-10101",,,"Mollinedia schottiana (Spreng.) Perkins","Mollinedia","Monimiaceae","high","Mollinedia schottiana"
"speciesLink","SP","335065","Monteverdia gonoclada","Plantae","Celastraceae","Monteverdia","1998","12","16","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, região dos Três Tombos","23719","IBt",,"PreservedSpecimen","1","gonoclada","Baitello, JB; et al.","-45.349998","-23.77","2022-10-07T08:54:27","(Mart.) Biral","Mamede, MCH",,,,"0","0",,"2022","850",,"10",,,"225","235",,,,,,"SPLINK","Ilhabela","2022-10-NA",,,,,,,,,,,,,,,,,,"SP",,"Baitello, J.B.","850","1998","Mamede, M.C.H.","2022",,"Baitello",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Monteverdia gonoclada","(Mart.) Biral","possibly_ok","Celastraceae","Monteverdia gonoclada","(Mart.) Biral","species","name accepted","bfo-605640",,,"Monteverdia gonoclada (Mart.) Biral","Monteverdia","Celastraceae","low","Monteverdia gonoclada"
"speciesLink","SP","477064","Monteverdia schumanniana","Plantae","Celastraceae","Monteverdia","2006","03","29","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, margem do poço Jequitiba","23719","IBt",,"PreservedSpecimen","1","schumanniana","Bovini, MG; De-Toni, KLG","-45.349998","-23.77","2022-10-14T09:36:07","(Loes.) Biral","Mamede, MCH",,,,"0","0",,"2022","2565",,"10",,,,,,,,,,"SPLINK","Ilhabela","2022-10-NA",,,,,,,,,,,,,,,,,,"SP",,"Bovini, M.G.","2565","2006","Mamede, M.C.H.","2022","De-Toni, K.L.G.","Bovini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Monteverdia schumanniana","(Loes.) Biral","possibly_ok","Celastraceae","Monteverdia schumanniana","(Loes.) Biral","species","name accepted","bfo-604626",,,"Monteverdia schumanniana (Loes.) Biral","Monteverdia","Celastraceae","low","Monteverdia schumanniana"
"speciesLink","MBM","230371","Myrcia neolucida","Plantae","Myrtaceae","Myrcia","1995","8","23","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela.","23719","MBM",,"PreservedSpecimen","40","neolucida","Rapini, A; et al.","-45.349998","-23.77","2025-06-01T00:01:00","A.R.Lourenço & E.Lucas","Kawasaki, ML",,,,,,,,"44","MBM230371",,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"MBM",,"Rapini, A.","44","1995","Kawasaki, M.L.","n.d.",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Myrcia neolucida","A.R.Lourenço & E.Lucas","possibly_ok","Myrtaceae","Myrcia neolucida","A.R.Lourenço & E.Lucas","species","name accepted","bfo-611353",,,"Myrcia neolucida A.R.Lourenço & E.Lucas","Myrcia","Myrtaceae","high","Myrcia neolucida"
